time, inclination mouse, inclination filtered, inclination sensor, orientation mouse, orientation filtered, orientation sensor
23.61, 27.4959, 23.6786, 19.0600, 130.2284, 121.5222, 97.2451
23.62, 27.4959, 23.6974, 19.0777, 130.2284, 121.5641, 97.2103
23.63, 27.4959, 23.7160, 19.2098, 130.2284, 121.6059, 96.8541
23.63, 27.4959, 23.7346, 19.2451, 130.2284, 121.6474, 96.6931
23.64, 27.3906, 23.7531, 19.2310, 130.3489, 121.6888, 96.6749
23.64, 27.3906, 23.7709, 19.2088, 130.3489, 121.7305, 96.6462
23.65, 27.3906, 23.7887, 19.2001, 130.3489, 121.7720, 96.6349
23.65, 27.3906, 23.8064, 19.2083, 130.3489, 121.8134, 96.9404
23.66, 27.0758, 23.8240, 19.2115, 130.7141, 121.8545, 97.0601
23.66, 27.0758, 23.8399, 19.1207, 130.7141, 121.8972, 97.4217
23.67, 27.0758, 23.8558, 19.0851, 130.7141, 121.9397, 97.5634
23.67, 26.7627, 23.8715, 19.0289, 131.0847, 121.9820, 97.7871
23.68, 26.7627, 23.8857, 19.0069, 131.0847, 122.0260, 97.8748
23.69, 26.8558, 23.8997, 19.1392, 131.2307, 122.0697, 97.8324
23.69, 26.8558, 23.9142, 19.2516, 131.2307, 122.1139, 97.7188
23.70, 26.8558, 23.9286, 19.3031, 131.2307, 122.1579, 97.6361
23.70, 26.8558, 23.9429, 19.3844, 131.2307, 122.2017, 97.5057
23.71, 26.5452, 23.9571, 19.4163, 131.6072, 122.2453, 97.4546
23.71, 26.5452, 23.9697, 19.4755, 131.6072, 122.2905, 97.3961
23.72, 26.5452, 23.9823, 19.5028, 131.6072, 122.3355, 97.3833
23.72, 26.4421, 23.9948, 19.4801, 131.7339, 122.3803, 97.7687
23.73, 26.4421, 24.0067, 19.4712, 131.7339, 122.4255, 97.9197
23.73, 26.3481, 24.0186, 19.4572, 131.5876, 122.4704, 98.1581
23.74, 26.3481, 24.0299, 19.4517, 131.5876, 122.5145, 98.2516
23.75, 26.1419, 24.0412, 19.5115, 131.8429, 122.5582, 98.2210
23.75, 26.1419, 24.0514, 19.4780, 131.8429, 122.6031, 98.4029
23.76, 25.7475, 24.0615, 19.4295, 131.8055, 122.6477, 98.5681
23.76, 25.7475, 24.0696, 19.3840, 131.8055, 122.6919, 98.8792
23.77, 25.7475, 24.0777, 19.3804, 131.8055, 122.7359, 99.0242
23.77, 25.6533, 24.0858, 19.3748, 131.6569, 122.7797, 99.2532
23.78, 25.6533, 24.0933, 19.3726, 131.6569, 122.8225, 99.3429
23.78, 25.6533, 24.1008, 19.3007, 131.6569, 122.8651, 99.3175
23.79, 25.6533, 24.1082, 19.2725, 131.6569, 122.9074, 99.3075
23.79, 25.3531, 24.1157, 19.2636, 131.7674, 122.9496, 99.4561
23.80, 25.3531, 24.1215, 19.2601, 131.7674, 122.9921, 99.5144
23.81, 25.3531, 24.1274, 19.2546, 131.7674, 123.0344, 99.6063
23.81, 25.0618, 24.1332, 19.1693, 131.5971, 123.0765, 99.8195
23.82, 25.0618, 24.1376, 19.0984, 131.5971, 123.1175, 99.9704
23.82, 24.6585, 24.1419, 18.9865, 131.8415, 123.1583, 100.2086
23.83, 24.6585, 24.1442, 18.9427, 131.8415, 123.2002, 100.3020
23.83, 24.3509, 24.1464, 18.9223, 132.2438, 123.2418, 100.3547
23.84, 24.3509, 24.1472, 18.9367, 132.2438, 123.2852, 100.3318
23.84, 24.1612, 24.1479, 18.9344, 131.9374, 123.3284, 100.2499
23.85, 24.1612, 24.1477, 18.9219, 131.9374, 123.3699, 100.1966
23.85, 24.1612, 24.1474, 18.8776, 131.9374, 123.4111, 99.9866
23.86, 24.3509, 24.1472, 18.8602, 132.2438, 123.4522, 99.9043
23.87, 24.3509, 24.1480, 18.8327, 132.2438, 123.4946, 99.7744
23.87, 24.2488, 24.1487, 18.8483, 132.3793, 123.5367, 99.8768
23.88, 24.2488, 24.1489, 18.8707, 132.3793, 123.5793, 100.0074
23.88, 24.2488, 24.1491, 18.9061, 132.3793, 123.6217, 100.2135
23.89, 24.2488, 24.1493, 18.9200, 132.3793, 123.6639, 100.2944
23.89, 24.3509, 24.1495, 18.9138, 132.2438, 123.7059, 100.4411
23.90, 24.3509, 24.1502, 18.8985, 132.2438, 123.7470, 100.5075
23.90, 24.3509, 24.1509, 18.8698, 132.2438, 123.7879, 100.6596
23.91, 24.4532, 24.1516, 18.8565, 132.1090, 123.8286, 100.7410
23.91, 24.4532, 24.1529, 18.9184, 132.1090, 123.8684, 100.8503
23.92, 24.6585, 24.1541, 18.9807, 131.8415, 123.9081, 100.8842
23.93, 24.6585, 24.1563, 19.0792, 131.8415, 123.9461, 100.9379
23.93, 24.6585, 24.1585, 19.2112, 131.8415, 123.9840, 100.8481
23.94, 24.6585, 24.1607, 19.2909, 131.8415, 124.0217, 100.7537
23.94, 24.6585, 24.1629, 19.3588, 131.8415, 124.0593, 100.6733
23.95, 24.3766, 24.1651, 19.4660, 131.3814, 124.0966, 100.5464
23.95, 24.3766, 24.1659, 19.5808, 131.3814, 124.1314, 100.5948
23.96, 23.5882, 24.1666, 19.6428, 131.2931, 124.1661, 100.6784
23.96, 23.5882, 24.1634, 19.7066, 131.2931, 124.2002, 100.9789
23.97, 23.3812, 24.1603, 19.7160, 131.5651, 124.2341, 101.1743
23.97, 23.3812, 24.1561, 19.7737, 131.5651, 124.2691, 101.3983
23.98, 23.1941, 24.1519, 19.8160, 131.2475, 124.3040, 101.4474
23.99, 23.1941, 24.1469, 19.8828, 131.2475, 124.3372, 101.5248
23.99, 23.1941, 24.1418, 19.9269, 131.2475, 124.3702, 101.5766
24.00, 23.1941, 24.1368, 19.9422, 131.2475, 124.4030, 101.5948
24.00, 23.1941, 24.1318, 19.9552, 131.2475, 124.4356, 101.6104
24.01, 23.1941, 24.1269, 19.9757, 131.2475, 124.4681, 101.6349
24.01, 23.1941, 24.1219, 20.0083, 131.2475, 124.5004, 101.7208
24.02, 23.1009, 24.1170, 20.0293, 131.0875, 124.5326, 101.7858
24.02, 23.1009, 24.1116, 20.1156, 131.0875, 124.5638, 101.8217
24.03, 22.7898, 24.1063, 20.1739, 131.5003, 124.5948, 101.8052
24.03, 22.7898, 24.0995, 20.2660, 131.5003, 124.6278, 101.7791
24.04, 22.7898, 24.0926, 20.3021, 131.5003, 124.6606, 101.7689
24.05, 22.5099, 24.0858, 20.3250, 131.0147, 124.6932, 101.8459
24.05, 22.5099, 24.0777, 20.3127, 131.0147, 124.7232, 101.9813
24.06, 22.5099, 24.0696, 20.3078, 131.0147, 124.7531, 102.0343
24.06, 22.5099, 24.0615, 20.3037, 131.0147, 124.7828, 102.0795
24.07, 22.3248, 24.0535, 20.3493, 130.6870, 124.8124, 102.2385
24.07, 22.3248, 24.0446, 20.3823, 130.6870, 124.8402, 102.3540
24.08, 22.1279, 24.0357, 20.3879, 130.6604, 124.8679, 102.5161
24.08, 22.1279, 24.0259, 20.4588, 130.6604, 124.8953, 102.8725
24.09, 22.1279, 24.0162, 20.5152, 130.6604, 124.9226, 103.0585
24.09, 22.1279, 24.0064, 20.6042, 130.6604, 124.9497, 103.3520
24.10, 22.1279, 23.9968, 20.6390, 130.6604, 124.9767, 103.4671
24.11, 21.6422, 23.9872, 20.6660, 130.4383, 125.0035, 103.5762
24.11, 21.6422, 23.9752, 20.6636, 130.4383, 125.0291, 103.5856
24.12, 21.6422, 23.9633, 20.6599, 130.4383, 125.0546, 103.6005
24.12, 21.6422, 23.9514, 20.6584, 130.4383, 125.0800, 103.6064
24.13, 21.6422, 23.9396, 20.7153, 130.4383, 125.1052, 103.6659
24.13, 22.1410, 23.9278, 20.8070, 130.3560, 125.1303, 103.7519
24.14, 22.1410, 23.9186, 20.8178, 130.3560, 125.1548, 103.8655
24.14, 22.1410, 23.9095, 20.8437, 130.3560, 125.1793, 104.0773
24.15, 22.1410, 23.9004, 20.8579, 130.3560, 125.2036, 104.1753
24.15, 22.1410, 23.8913, 20.8804, 130.3560, 125.2278, 104.3300
24.16, 22.1410, 23.8823, 20.8892, 130.3560, 125.2519, 104.3907
24.17, 22.0359, 23.8733, 20.8706, 130.4943, 125.2758, 104.4435
24.17, 22.0359, 23.8639, 20.8293, 130.4943, 125.3004, 104.4452
24.18, 21.8528, 23.8545, 20.8132, 130.1598, 125.3248, 104.4460
24.18, 21.8528, 23.8442, 20.7994, 130.1598, 125.3474, 104.4465
24.19, 21.8528, 23.8340, 20.9173, 130.1598, 125.3699, 104.3626
24.19, 21.7617, 23.8238, 21.0030, 129.9913, 125.3923, 104.3016
24.20, 21.7617, 23.8132, 20.9730, 129.9913, 125.4137, 104.4212
24.20, 21.8676, 23.8027, 20.9256, 129.8534, 125.4350, 104.6099
24.21, 21.8676, 23.7928, 20.9070, 129.8534, 125.4556, 104.6838
24.22, 22.0074, 23.7829, 20.8777, 129.1061, 125.4760, 104.8006
24.22, 22.0074, 23.7738, 20.9653, 129.1061, 125.4926, 104.9321
24.23, 22.0074, 23.7647, 21.0518, 129.1061, 125.5091, 105.1294
24.23, 21.9183, 23.7556, 21.0705, 128.9358, 125.5255, 105.2638
24.24, 21.9183, 23.7462, 21.0778, 128.9358, 125.5411, 105.3165
24.24, 21.8110, 23.7368, 21.0840, 129.0708, 125.5565, 105.3613
24.25, 21.8110, 23.7269, 21.0865, 129.0708, 125.5725, 105.3671
24.25, 20.5257, 23.7170, 21.0820, 128.9904, 125.5884, 105.3159
24.26, 20.5257, 23.7008, 21.1098, 128.9904, 125.6039, 105.3919
24.26, 19.5259, 23.6847, 21.1537, 129.1254, 125.6193, 105.5119
24.27, 19.5259, 23.6637, 21.1709, 129.1254, 125.6353, 105.5590
24.28, 19.5259, 23.6428, 21.1980, 129.1254, 125.6512, 105.6332
24.28, 19.0261, 23.6219, 21.2102, 129.1959, 125.6670, 105.7851
24.29, 19.0261, 23.5987, 21.2293, 129.1959, 125.6831, 106.0247
24.29, 18.9369, 23.5756, 21.2432, 129.0108, 125.6991, 106.1987
24.30, 18.9369, 23.5522, 21.2486, 129.0108, 125.7141, 106.2670
24.30, 19.2597, 23.5289, 21.2015, 128.5748, 125.7290, 106.4345
24.31, 19.2597, 23.5073, 21.1271, 128.5748, 125.7417, 106.6990
24.31, 18.9557, 23.4859, 21.1142, 128.6787, 125.7544, 106.8116
24.32, 18.9557, 23.4630, 21.1092, 128.6787, 125.7674, 106.8557
24.32, 18.9557, 23.4402, 21.1012, 128.6787, 125.7804, 106.9254
24.33, 18.3479, 23.4176, 21.0685, 128.8921, 125.7934, 107.0074
24.34, 18.3479, 23.3920, 21.0168, 128.8921, 125.8073, 107.1369
24.34, 17.6516, 23.3666, 21.1060, 128.9209, 125.8212, 107.2423
24.35, 17.6516, 23.3378, 21.2468, 128.9209, 125.8352, 107.4088
24.35, 17.0628, 23.3091, 21.3491, 128.7959, 125.8491, 107.5296
24.36, 17.0628, 23.2777, 21.3891, 128.7959, 125.8622, 107.5770
24.36, 17.2409, 23.2464, 21.3597, 129.1877, 125.8754, 107.7017
24.37, 17.2409, 23.2162, 21.3132, 129.1877, 125.8904, 107.8985
24.37, 17.2409, 23.1861, 21.4548, 129.1877, 125.9053, 107.7893
24.38, 18.4752, 23.1562, 21.5103, 128.4069, 125.9202, 107.7465
24.38, 18.4752, 23.1325, 21.5978, 128.4069, 125.9311, 107.6790
24.39, 19.4973, 23.1090, 21.5863, 127.9621, 125.9419, 107.6259
24.40, 19.4973, 23.0907, 21.5682, 127.9621, 125.9505, 107.5421
24.40, 20.1069, 23.0725, 21.6306, 127.7718, 125.9590, 107.5418
24.41, 20.1069, 23.0575, 21.7290, 127.7718, 125.9665, 107.5413
24.41, 20.1069, 23.0425, 21.8005, 127.7718, 125.9740, 107.5409
24.42, 20.1069, 23.0276, 21.8285, 127.7718, 125.9815, 107.5408
24.42, 20.1069, 23.0127, 21.8214, 127.7718, 125.9889, 107.6516
24.43, 19.9979, 22.9979, 21.8100, 127.9102, 125.9963, 107.8265
24.43, 19.9979, 22.9827, 21.8621, 127.9102, 126.0043, 107.2796
24.44, 19.6720, 22.9675, 21.8825, 128.3308, 126.0123, 107.0652
24.44, 19.6720, 22.9508, 21.9147, 128.3308, 126.0224, 106.7268
24.45, 19.3481, 22.9342, 21.9273, 128.7593, 126.0324, 106.5942
24.46, 19.3481, 22.9160, 21.9691, 128.7593, 126.0444, 106.1657
24.46, 19.3481, 22.8980, 21.9855, 128.7593, 126.0565, 105.9978
24.47, 18.9192, 22.8800, 22.1155, 129.3433, 126.0684, 105.5546
24.47, 18.9192, 22.8599, 22.1664, 129.3433, 126.0833, 105.3809
24.48, 18.2067, 22.8400, 22.2469, 129.7208, 126.0980, 105.1067
24.48, 18.2067, 22.8166, 22.2710, 129.7208, 126.1146, 104.9401
24.49, 18.1006, 22.7934, 22.3091, 129.8736, 126.1310, 104.6771
24.49, 18.1006, 22.7697, 22.3367, 129.8736, 126.1482, 104.4861
24.50, 17.3480, 22.7461, 22.3476, 129.0332, 126.1653, 104.4113
24.50, 17.3480, 22.7189, 22.4605, 129.0332, 126.1781, 104.2219
24.51, 17.3480, 22.6919, 22.5048, 129.0332, 126.1908, 104.1477
24.52, 16.7411, 22.6649, 22.4460, 129.2643, 126.2035, 104.0442
24.52, 16.7411, 22.6351, 22.4229, 129.2643, 126.2172, 104.0037
24.53, 16.5628, 22.6054, 22.3865, 128.8666, 126.2309, 103.9397
24.53, 16.5628, 22.5750, 22.3722, 128.8666, 126.2425, 103.9146
24.54, 16.3860, 22.5448, 22.5606, 128.4645, 126.2541, 103.5600
24.54, 16.3860, 22.5138, 22.5886, 128.4645, 126.2636, 103.4668
24.55, 16.3860, 22.4829, 22.6328, 128.4645, 126.2731, 103.3197
24.55, 16.0149, 22.4523, 22.6649, 128.0092, 126.2825, 103.2130
24.56, 16.0149, 22.4199, 22.6775, 128.0092, 126.2896, 103.1711
24.56, 15.5364, 22.3877, 22.8206, 127.7008, 126.2966, 103.0092
24.57, 15.5364, 22.3532, 22.8767, 127.7008, 126.3021, 102.9457
24.58, 15.5364, 22.3189, 22.8886, 127.7008, 126.3076, 102.9935
24.58, 15.5364, 22.2848, 22.8932, 127.7008, 126.3130, 103.0122
24.59, 15.8652, 22.2509, 22.9006, 127.2306, 126.3184, 103.0417
24.59, 15.8652, 22.2188, 22.9034, 127.2306, 126.3215, 103.0533
24.60, 16.1959, 22.1868, 22.9655, 126.7703, 126.3245, 103.1537
24.60, 16.1959, 22.1567, 22.9898, 126.7703, 126.3252, 103.1931
24.61, 16.1959, 22.1267, 23.0282, 126.7703, 126.3259, 103.2553
24.61, 16.7819, 22.0968, 22.9411, 126.9363, 126.3266, 103.7798
24.62, 16.7819, 22.0701, 22.9069, 126.9363, 126.3281, 103.9854
24.63, 17.1139, 22.0434, 22.8968, 126.4922, 126.3296, 104.2277
24.63, 17.1139, 22.0186, 22.8928, 126.4922, 126.3289, 104.3227
24.64, 16.8924, 21.9938, 22.7551, 126.7872, 126.3282, 104.8835
24.64, 16.8924, 21.9681, 22.7011, 126.7872, 126.3290, 105.1034
24.65, 16.8924, 21.9426, 22.6159, 126.7872, 126.3298, 105.4503
24.65, 16.3067, 21.9171, 22.2715, 126.6191, 126.3305, 106.6725
24.66, 16.3067, 21.8889, 22.0065, 126.6191, 126.3305, 107.5980
24.66, 16.1959, 21.8607, 21.7808, 126.7703, 126.3304, 108.3866
24.67, 16.1959, 21.8322, 21.4245, 126.7703, 126.3311, 109.6311
24.67, 16.3067, 21.8039, 21.3821, 126.6191, 126.3317, 110.1787
24.68, 16.3067, 21.7762, 21.3656, 126.6191, 126.3317, 110.3933
24.69, 17.0300, 21.7486, 21.3695, 126.2888, 126.3316, 109.9925
24.69, 17.0300, 21.7248, 21.3711, 126.2888, 126.3298, 109.8353
24.70, 17.0300, 21.7012, 21.3735, 126.2888, 126.3281, 109.5873
24.70, 17.8377, 21.6776, 21.3745, 126.1728, 126.3264, 109.4901
24.71, 17.8377, 21.6582, 21.5403, 126.1728, 126.3241, 108.7587
24.71, 18.0610, 21.6389, 21.6054, 125.8903, 126.3219, 108.4720
24.72, 18.0610, 21.6208, 21.8395, 125.8903, 126.3182, 108.0907
24.72, 18.1441, 21.6027, 21.9312, 126.0885, 126.3145, 107.9412
24.73, 18.1441, 21.5852, 22.0761, 126.0885, 126.3119, 107.7053
24.73, 17.8103, 21.5678, 22.0552, 126.5145, 126.3093, 107.8764
24.74, 17.8103, 21.5488, 22.0471, 126.5145, 126.3088, 107.9435
24.75, 17.8103, 21.5299, 22.1465, 126.5145, 126.3083, 107.7891
24.75, 17.6995, 21.5111, 22.1855, 126.6584, 126.3078, 107.7286
24.76, 17.6995, 21.4918, 22.2470, 126.6584, 126.3080, 107.6331
24.76, 17.4784, 21.4726, 22.2711, 126.9493, 126.3083, 107.5957
24.77, 17.4784, 21.4525, 22.4023, 126.9493, 126.3099, 107.2161
24.77, 17.4784, 21.4324, 22.4537, 126.9493, 126.3116, 107.0673
24.78, 17.4784, 21.4124, 22.5349, 126.9493, 126.3133, 106.8325
24.78, 17.4784, 21.3925, 22.5667, 126.9493, 126.3149, 106.7404
24.79, 17.4784, 21.3727, 22.6772, 126.9493, 126.3166, 106.7896
24.79, 17.4784, 21.3531, 22.7781, 126.9493, 126.3182, 106.9141
24.80, 17.9795, 21.3335, 22.8272, 126.9096, 126.3199, 107.0037
24.81, 17.9795, 21.3165, 22.8882, 126.9096, 126.3213, 107.0739
24.81, 17.9795, 21.2996, 22.9121, 126.9096, 126.3227, 107.1014
24.82, 17.9795, 21.2828, 22.9499, 126.9096, 126.3241, 107.1449
24.82, 17.8103, 21.2660, 22.9647, 126.5145, 126.3255, 107.1619
24.83, 17.8103, 21.2486, 22.9196, 126.5145, 126.3250, 107.1942
24.83, 17.4479, 21.2311, 22.9019, 126.0572, 126.3244, 107.2069
24.84, 17.4479, 21.2120, 22.8740, 126.0572, 126.3215, 107.2269
24.84, 17.4479, 21.1930, 22.8630, 126.0572, 126.3187, 107.2348
24.85, 17.1180, 21.1741, 22.9225, 125.2411, 126.3159, 107.2225
24.85, 17.1180, 21.1536, 23.0159, 125.2411, 126.3090, 107.2550
24.86, 16.7807, 21.1332, 23.0757, 125.6720, 126.3022, 107.2868
24.87, 16.7807, 21.1112, 23.3152, 125.6720, 126.2975, 107.3041
24.87, 16.7807, 21.0894, 23.4091, 125.6720, 126.2929, 107.3109
24.88, 16.7807, 21.0676, 23.5572, 125.6720, 126.2883, 107.3216
24.88, 16.7807, 21.0460, 23.6153, 125.6720, 126.2837, 107.3258
24.89, 16.3094, 21.0245, 23.6988, 125.3357, 126.2791, 107.2694
24.89, 16.3094, 21.0007, 23.7315, 125.3357, 126.2729, 107.2473
24.90, 16.3094, 20.9770, 23.7831, 125.3357, 126.2667, 107.2125
24.90, 16.3094, 20.9535, 23.8034, 125.3357, 126.2605, 107.1988
24.91, 16.6984, 20.9301, 23.9504, 125.4643, 126.2544, 107.1361
24.91, 16.6984, 20.9087, 24.0172, 125.4643, 126.2489, 107.2001
24.92, 16.6984, 20.8875, 24.0250, 125.4643, 126.2435, 107.2755
24.93, 16.6984, 20.8663, 24.0373, 125.4643, 126.2381, 107.3945
24.93, 16.6984, 20.8453, 24.0421, 125.4643, 126.2327, 107.4412
24.94, 16.5351, 20.8244, 23.9803, 125.0456, 126.2274, 107.6967
24.94, 16.5351, 20.8027, 23.9240, 125.0456, 126.2200, 107.8806
24.95, 16.0659, 20.7812, 23.9037, 124.6971, 126.2126, 107.5846
24.95, 16.0659, 20.7574, 23.8958, 124.6971, 126.2035, 107.4686
24.96, 15.8718, 20.7338, 23.8833, 124.6271, 126.1945, 107.2854
24.96, 15.8718, 20.7093, 23.8783, 124.6271, 126.1852, 107.2136
24.97, 15.8718, 20.6849, 23.9911, 124.6271, 126.1759, 107.0318
24.97, 15.8718, 20.6606, 24.1277, 124.6271, 126.1666, 107.0581
24.98, 15.8718, 20.6365, 24.2064, 124.6271, 126.1575, 107.1412
24.99, 16.3278, 20.6125, 24.2735, 124.0532, 126.1483, 107.2120
24.99, 16.3278, 20.5909, 24.3794, 124.0532, 126.1363, 107.3238
25.00, 17.2631, 20.5693, 24.4459, 124.7530, 126.1244, 107.3827
25.00, 17.2631, 20.5526, 24.4672, 124.7530, 126.1161, 107.3956
25.01, 17.7647, 20.5359, 24.5008, 124.7466, 126.1078, 107.4160
25.01, 17.7647, 20.5219, 24.5140, 124.7466, 126.0995, 107.4240
25.02, 17.7647, 20.5079, 24.4965, 124.7466, 126.0912, 107.1490
25.02, 17.9920, 20.4940, 24.4896, 124.4733, 126.0830, 107.0412
25.03, 17.9920, 20.4812, 24.3308, 124.4733, 126.0734, 107.1888
25.03, 17.8959, 20.4686, 24.2466, 125.4911, 126.0640, 107.2974
25.04, 17.8959, 20.4555, 24.2279, 125.4911, 126.0596, 107.3407
25.04, 17.1180, 20.4425, 24.2119, 125.2411, 126.0552, 107.3776
25.05, 17.1180, 20.4256, 24.1868, 125.2411, 126.0497, 107.4358
25.06, 16.5568, 20.4089, 24.2690, 125.9643, 126.0441, 107.5460
25.06, 16.5568, 20.3894, 24.3476, 125.9643, 126.0422, 107.6206
25.07, 16.5568, 20.3701, 24.4715, 125.9643, 126.0403, 107.7382
25.07, 16.1969, 20.3508, 24.5201, 125.4824, 126.0384, 107.7843
25.08, 16.1969, 20.3298, 24.5283, 125.4824, 126.0341, 107.8215
25.08, 16.1969, 20.3090, 24.5315, 125.4824, 126.0299, 107.8361
25.09, 16.1969, 20.2882, 24.3366, 125.4824, 126.0256, 107.6591
25.09, 16.3094, 20.2676, 24.1951, 125.3357, 126.0214, 107.5306
25.10, 16.3094, 20.2476, 24.1396, 125.3357, 126.0165, 107.4802
25.10, 16.3094, 20.2277, 24.0923, 125.3357, 126.0116, 107.4373
25.11, 16.3094, 20.2079, 24.0890, 125.3357, 126.0067, 107.1751
25.12, 16.3094, 20.1882, 24.0614, 125.3357, 126.0018, 107.0971
25.12, 15.7262, 20.1686, 24.0390, 125.1368, 125.9970, 107.1182
25.13, 15.7262, 20.1462, 24.0036, 125.1368, 125.9912, 107.1516
25.13, 15.0304, 20.1240, 23.9898, 125.0810, 125.9854, 107.1647
25.14, 15.0304, 20.0983, 24.0552, 125.0810, 125.9794, 107.1113
25.14, 14.7552, 20.0728, 24.1210, 124.7879, 125.9734, 107.0564
25.15, 14.7552, 20.0460, 24.3042, 124.7879, 125.9660, 106.7670
25.15, 14.7552, 20.0194, 24.4373, 124.7879, 125.9586, 106.5569
25.16, 14.0135, 19.9929, 24.4895, 124.1074, 125.9512, 106.4746
25.16, 14.0135, 19.9628, 24.5339, 124.1074, 125.9405, 106.4044
25.17, 14.0135, 19.9329, 24.5219, 124.1074, 125.9299, 106.2032
25.18, 14.0135, 19.9031, 24.5132, 124.1074, 125.9193, 106.0571
25.18, 14.1731, 19.8735, 24.5097, 124.5675, 125.9087, 105.9999
25.19, 14.1731, 19.8449, 24.4821, 124.5675, 125.9005, 105.8992
25.19, 14.5946, 19.8163, 24.4611, 124.3381, 125.8923, 105.8549
25.20, 14.5946, 19.7900, 24.4531, 124.3381, 125.8831, 105.8620
25.20, 14.5946, 19.7639, 24.4615, 124.3381, 125.8739, 105.9002
25.21, 14.9493, 19.7379, 24.4674, 124.8595, 125.8647, 106.0891
25.21, 14.9493, 19.7137, 24.4654, 124.8595, 125.8582, 106.3358
25.22, 14.8686, 19.6897, 24.4646, 124.6368, 125.8517, 106.4326
25.22, 14.8686, 19.6655, 24.4639, 124.6368, 125.8441, 106.5150
25.23, 14.7552, 19.6413, 24.5587, 124.7879, 125.8366, 106.6561
25.24, 14.7552, 19.6167, 24.6275, 124.7879, 125.8298, 106.7585
25.24, 14.7552, 19.5922, 24.6545, 124.7879, 125.8231, 106.7987
25.25, 13.7853, 19.5678, 24.6868, 124.4156, 125.8165, 106.8591
25.25, 13.7853, 19.5388, 24.6946, 124.4156, 125.8080, 106.8814
25.26, 13.3314, 19.5098, 24.6760, 125.0468, 125.7995, 106.9225
25.26, 13.3314, 19.4788, 24.6544, 125.0468, 125.7942, 106.9414
25.27, 13.3314, 19.4479, 24.6203, 125.0468, 125.7890, 106.9711
25.27, 13.3314, 19.4171, 24.6070, 125.0468, 125.7838, 106.9828
25.28, 14.3573, 19.3866, 24.5755, 123.6541, 125.7786, 107.0559
25.28, 14.3573, 19.3612, 24.5584, 123.6541, 125.7665, 107.1098
25.29, 14.3573, 19.3360, 24.5178, 123.6541, 125.7545, 107.3536
25.30, 15.7119, 19.3110, 24.4883, 124.1928, 125.7425, 107.5307
25.30, 15.7119, 19.2928, 24.4767, 124.1928, 125.7332, 107.6001
25.31, 16.5351, 19.2747, 24.4673, 125.0456, 125.7240, 107.7658
25.31, 16.5351, 19.2608, 24.4677, 125.0456, 125.7191, 107.8567
25.32, 16.5351, 19.2470, 24.4683, 125.0456, 125.7143, 108.0000
25.32, 16.5351, 19.2332, 24.4301, 125.0456, 125.7094, 108.0355
25.33, 16.6984, 19.2195, 24.3698, 125.4643, 125.7046, 108.0915
25.33, 16.6984, 19.2067, 24.3462, 125.4643, 125.7019, 108.1135
25.34, 16.6984, 19.1940, 24.3089, 125.4643, 125.6992, 108.1481
25.34, 16.1387, 19.1813, 24.3105, 126.2012, 125.6965, 107.9517
25.35, 16.1387, 19.1659, 24.3102, 126.2012, 125.6975, 107.5633
25.36, 16.1387, 19.1506, 24.3074, 126.2012, 125.6985, 107.2145
25.36, 16.1387, 19.1353, 24.3063, 126.2012, 125.6995, 107.0778
25.37, 16.1387, 19.1201, 24.3090, 126.2012, 125.7005, 106.8383
25.37, 16.1387, 19.1050, 24.3121, 126.2012, 125.7015, 106.7336
25.38, 16.1387, 19.0900, 24.3170, 126.2012, 125.7025, 106.5682
25.38, 16.1387, 19.0751, 24.3189, 126.2012, 125.7035, 106.5034
25.39, 16.1387, 19.0602, 24.3338, 126.2012, 125.7045, 106.3878
25.39, 16.1387, 19.0454, 24.3451, 126.2012, 125.7054, 106.3364
25.40, 16.1387, 19.0307, 24.3629, 126.2012, 125.7064, 106.2552
25.40, 16.1387, 19.0160, 24.3802, 126.2012, 125.7074, 106.2174
25.41, 16.1387, 19.0014, 24.4075, 126.2012, 125.7083, 106.1579
25.42, 16.4739, 18.9869, 24.4274, 125.7559, 125.7093, 106.1146
25.42, 16.4739, 18.9742, 24.3952, 125.7559, 125.7080, 106.0533
25.43, 16.4739, 18.9615, 24.3678, 125.7559, 125.7067, 106.0011
25.43, 16.4739, 18.9488, 24.3246, 125.7559, 125.7055, 105.9186
25.44, 16.4739, 18.9362, 24.2275, 125.7559, 125.7042, 105.7026
25.44, 16.4739, 18.9237, 24.1894, 125.7559, 125.7029, 105.6179
25.45, 16.4739, 18.9113, 24.1322, 125.7559, 125.7017, 105.4680
25.45, 16.4739, 18.8989, 24.1112, 125.7559, 125.7005, 105.4017
25.46, 16.4739, 18.8866, 24.0780, 125.7559, 125.6992, 105.2972
25.46, 16.4739, 18.8743, 24.0635, 125.7559, 125.6980, 105.2636
25.47, 16.4739, 18.8621, 24.0406, 125.7559, 125.6968, 105.2105
25.48, 16.7807, 18.8500, 24.0240, 125.6720, 125.6956, 105.1720
25.48, 16.7807, 18.8394, 24.0175, 125.6720, 125.6939, 105.1570
25.49, 17.0300, 18.8289, 23.9987, 126.2888, 125.6923, 105.3822
25.49, 17.0300, 18.8197, 23.8593, 126.2888, 125.6938, 106.0281
25.50, 17.0300, 18.8106, 23.7582, 126.2888, 125.6953, 106.4970
25.50, 17.2250, 18.8015, 23.7185, 126.3462, 125.6967, 106.6808
25.51, 17.2250, 18.7934, 23.6411, 126.3462, 125.6984, 107.0227
