time, inclination mouse, inclination filtered, inclination sensor, orientation mouse, orientation filtered, orientation sensor
21.71, 18.0424, 15.5397, 14.3847, 108.4714, 95.2273, 87.8057
21.72, 18.3097, 15.5520, 14.3948, 109.0886, 95.2922, 87.8083
21.72, 18.3097, 15.5656, 14.4104, 109.0886, 95.3599, 87.7760
21.73, 18.7587, 15.5791, 14.4322, 109.8430, 95.4273, 87.8483
21.74, 18.7587, 15.5948, 14.4407, 109.8430, 95.4980, 87.8767
21.74, 18.7587, 15.6104, 14.4871, 109.8430, 95.5684, 87.8858
21.75, 19.0344, 15.6259, 14.5208, 110.4362, 95.6385, 87.8924
21.75, 19.0344, 15.6427, 14.5340, 110.4362, 95.7111, 87.8950
21.76, 19.0841, 15.6594, 14.5785, 110.6590, 95.7834, 87.8148
21.76, 19.0841, 15.6763, 14.6068, 110.6590, 95.8565, 87.7446
21.77, 18.9549, 15.6931, 14.6515, 110.7412, 95.9292, 87.6338
21.77, 18.9549, 15.7092, 14.6424, 110.7412, 96.0019, 87.4957
21.78, 18.6968, 15.7252, 14.6280, 110.9075, 96.0743, 87.2777
21.78, 18.6968, 15.7399, 14.6224, 110.9075, 96.1471, 87.1923
21.79, 18.6968, 15.7544, 14.6135, 110.9075, 96.2196, 87.0574
21.80, 18.7223, 15.7689, 14.6160, 111.6648, 96.2917, 87.0194
21.80, 18.7223, 15.7834, 14.6243, 111.6648, 96.3672, 86.8631
21.81, 18.7223, 15.7979, 14.6340, 111.6648, 96.4424, 86.6678
21.81, 18.7223, 15.8123, 14.6379, 111.6648, 96.5171, 86.5912
21.82, 18.4658, 15.8266, 14.6691, 111.8393, 96.5915, 86.5576
21.82, 18.4658, 15.8396, 14.6929, 111.8393, 96.6664, 86.5846
21.83, 18.7223, 15.8525, 14.7304, 111.6648, 96.7410, 86.6272
21.83, 18.7223, 15.8666, 14.7466, 111.6648, 96.8142, 86.7607
21.84, 18.7223, 15.8807, 14.7722, 111.6648, 96.8871, 86.9714
21.84, 18.6703, 15.8947, 14.7822, 111.4411, 96.9597, 87.0540
21.85, 18.6703, 15.9083, 14.7981, 111.4411, 97.0308, 87.1844
21.86, 18.8277, 15.9219, 14.7702, 112.1102, 97.1015, 87.2207
21.86, 18.8277, 15.9362, 14.7175, 112.1102, 97.1752, 87.1686
21.87, 19.0628, 15.9505, 14.6716, 112.4637, 97.2485, 87.0375
21.87, 19.0628, 15.9658, 14.6669, 112.4637, 97.3232, 86.9048
21.88, 19.0628, 15.9810, 14.6596, 112.4637, 97.3976, 86.6953
21.88, 19.1719, 15.9962, 14.6567, 112.9021, 97.4716, 86.6132
21.89, 19.1719, 16.0119, 14.6521, 112.9021, 97.5474, 86.4835
21.89, 19.3961, 16.0274, 14.6843, 113.7705, 97.6228, 86.4150
21.90, 19.3961, 16.0441, 14.7751, 113.7705, 97.7022, 86.3763
21.90, 18.8914, 16.0606, 14.8291, 114.1468, 97.7811, 86.3931
21.91, 18.8914, 16.0745, 14.9143, 114.1468, 97.8616, 86.4197
21.92, 18.6917, 16.0884, 14.9181, 115.0936, 97.9416, 86.5084
21.92, 18.6917, 16.1012, 14.9241, 115.0936, 98.0260, 86.6486
21.93, 18.6917, 16.1139, 14.9284, 115.0936, 98.1100, 86.7503
21.93, 18.2535, 16.1266, 14.9301, 115.7179, 98.1935, 86.7902
21.94, 18.2535, 16.1370, 14.8726, 115.7179, 98.2798, 86.6998
21.94, 18.0693, 16.1473, 14.8500, 116.6918, 98.3656, 86.6643
21.95, 18.0693, 16.1567, 14.8144, 116.6918, 98.4558, 86.6083
21.95, 18.1974, 16.1661, 14.7709, 117.1281, 98.5456, 86.5879
21.96, 18.1974, 16.1760, 14.7021, 117.1281, 98.6371, 86.6428
21.96, 18.1974, 16.1859, 14.6752, 117.1281, 98.7281, 86.7045
21.97, 18.1974, 16.1957, 14.6327, 117.1281, 98.8187, 86.8019
21.97, 18.1974, 16.2055, 14.6160, 117.1281, 98.9089, 86.8401
21.98, 17.7068, 16.2153, 14.5897, 117.5693, 98.9985, 86.9003
21.99, 17.7068, 16.2225, 14.6090, 117.5693, 99.0900, 87.0783
21.99, 17.3403, 16.2297, 14.6165, 117.9089, 99.1810, 87.1481
22.00, 17.3403, 16.2351, 14.6392, 117.9089, 99.2732, 87.0611
22.00, 16.9748, 16.2404, 14.6750, 118.2563, 99.3650, 86.9238
22.01, 16.9748, 16.2439, 14.7367, 118.2563, 99.4580, 86.7036
22.01, 16.9748, 16.2473, 14.7608, 118.2563, 99.5506, 86.6173
22.02, 17.0420, 16.2507, 14.7989, 118.4791, 99.6427, 86.4811
22.02, 17.0420, 16.2545, 14.7725, 118.4791, 99.7354, 86.6200
22.03, 17.3672, 16.2582, 14.7307, 119.0230, 99.8277, 86.8391
22.03, 17.3672, 16.2636, 14.7306, 119.0230, 99.9223, 86.7712
22.04, 17.4361, 16.2689, 14.7304, 119.2415, 100.0164, 86.6640
22.05, 17.4361, 16.2745, 14.7221, 119.2415, 100.1111, 86.5095
22.05, 17.4361, 16.2801, 14.7188, 119.2415, 100.2053, 86.4490
22.06, 17.4361, 16.2857, 14.7160, 119.2415, 100.2990, 86.3974
22.06, 17.4361, 16.2912, 14.7117, 119.2415, 100.3923, 86.3159
22.07, 18.1768, 16.2967, 14.8180, 119.0855, 100.4851, 86.0020
22.07, 18.1768, 16.3059, 14.8597, 119.0855, 100.5767, 85.8790
22.08, 18.1768, 16.3150, 14.9255, 119.0855, 100.6678, 85.6848
22.08, 18.1768, 16.3241, 14.9514, 119.0855, 100.7585, 85.6086
22.09, 18.7285, 16.3332, 15.0195, 118.8395, 100.8487, 85.5953
22.09, 18.7285, 16.3449, 14.9959, 118.8395, 100.9372, 85.7188
22.10, 18.7285, 16.3566, 14.9587, 118.8395, 101.0253, 85.9136
22.11, 18.8659, 16.3683, 14.9441, 119.2588, 101.1129, 85.9900
22.11, 18.8659, 16.3805, 14.9210, 119.2588, 101.2022, 86.1105
22.12, 19.0753, 16.3927, 14.9061, 119.8814, 101.2911, 86.1947
22.12, 19.0753, 16.4059, 14.8825, 119.8814, 101.3826, 86.3277
22.13, 18.8362, 16.4190, 14.8517, 120.1143, 101.4737, 86.1639
22.13, 18.8362, 16.4309, 14.8396, 120.1143, 101.5654, 86.0998
22.14, 18.8362, 16.4427, 14.8781, 120.1143, 101.6567, 86.1656
22.14, 18.7883, 16.4544, 14.8931, 120.4393, 101.7476, 86.1914
22.15, 18.7883, 16.4659, 14.9169, 120.4393, 101.8396, 86.2321
22.15, 18.7251, 16.4773, 14.9263, 121.6248, 101.9311, 86.2480
22.16, 18.7251, 16.4883, 14.9519, 121.6248, 102.0281, 86.4951
22.16, 19.1013, 16.4992, 14.9945, 122.6368, 102.1247, 86.4663
22.17, 19.1013, 16.5120, 15.0618, 122.6368, 102.2258, 86.4207
22.18, 19.6454, 16.5247, 15.0955, 124.0161, 102.3263, 86.2224
22.18, 19.6454, 16.5401, 15.1488, 124.0161, 102.4333, 85.9095
22.19, 19.6454, 16.5554, 15.1875, 124.0161, 102.5397, 85.6823
22.19, 20.3406, 16.5706, 15.2026, 124.0855, 102.6456, 85.5932
22.20, 20.3406, 16.5892, 15.1882, 124.0855, 102.7513, 85.6444
22.20, 20.7419, 16.6077, 15.1826, 125.0247, 102.8565, 85.6644
22.21, 20.7419, 16.6281, 15.1736, 125.0247, 102.9659, 85.6961
22.21, 20.7629, 16.6485, 15.1702, 125.8354, 103.0746, 85.7085
22.22, 20.7629, 16.6688, 15.1756, 125.8354, 103.1869, 85.9856
22.22, 21.0130, 16.6890, 15.1777, 126.3829, 103.2987, 86.0942
22.23, 21.0130, 16.7104, 15.1592, 126.3829, 103.4126, 86.6409
22.24, 21.0130, 16.7316, 15.1519, 126.3829, 103.5259, 86.8552
22.24, 21.2664, 16.7528, 15.1404, 126.9227, 103.6387, 87.1935
22.25, 21.2664, 16.7751, 15.2307, 126.9227, 103.7536, 87.0665
22.25, 21.4618, 16.7973, 15.2661, 126.9701, 103.8679, 87.0167
22.26, 21.4618, 16.8204, 15.2889, 126.9701, 103.9819, 86.9669
22.26, 21.8282, 16.8433, 15.3248, 127.3684, 104.0953, 86.8883
22.27, 21.8282, 16.8680, 15.3125, 127.3684, 104.2101, 87.0970
22.27, 21.8282, 16.8925, 15.3077, 127.3684, 104.3244, 87.1788
22.28, 22.0873, 16.9169, 15.3001, 127.8895, 104.4381, 87.3078
22.28, 22.0873, 16.9425, 15.2971, 127.8895, 104.5538, 87.3585
22.29, 22.7203, 16.9680, 15.2842, 127.4152, 104.6690, 87.7314
22.30, 22.7203, 16.9965, 15.2792, 127.4152, 104.7812, 87.8776
22.30, 23.2212, 17.0248, 15.1972, 127.3748, 104.8928, 88.4371
22.31, 23.2212, 17.0555, 15.1666, 127.3748, 105.0037, 88.6017
22.31, 23.4410, 17.0861, 15.1182, 127.1250, 105.1140, 88.8615
22.32, 23.4410, 17.1176, 15.0992, 127.1250, 105.2225, 88.9633
22.32, 23.4410, 17.1489, 15.0693, 127.1250, 105.3305, 89.1240
22.33, 23.4410, 17.1801, 15.0421, 127.1250, 105.4380, 89.1448
22.33, 23.4410, 17.2111, 15.0314, 127.1250, 105.5449, 89.1530
22.34, 23.4410, 17.2420, 15.0146, 127.1250, 105.6513, 89.1659
22.34, 23.4410, 17.2727, 15.0080, 127.1250, 105.7571, 89.1709
22.35, 23.7465, 17.3032, 14.9538, 127.0453, 105.8624, 89.5487
22.36, 23.7465, 17.3352, 14.9325, 127.0453, 105.9668, 89.6968
22.36, 23.7465, 17.3669, 14.9784, 127.0453, 106.0707, 90.1031
22.37, 23.7465, 17.3986, 14.9964, 127.0453, 106.1740, 90.2623
22.37, 23.7465, 17.4300, 15.0248, 127.0453, 106.2769, 90.3439
22.38, 23.7465, 17.4613, 15.0359, 127.0453, 106.3792, 90.3758
22.38, 23.7465, 17.4925, 15.0535, 127.0453, 106.4810, 90.4263
22.39, 23.7851, 17.5234, 16.0386, 127.7915, 106.5823, 91.0601
22.39, 23.7851, 17.5545, 16.4249, 127.7915, 106.6868, 91.3085
22.40, 24.2858, 17.5853, 16.1249, 127.7474, 106.7908, 91.0076
22.40, 24.2858, 17.6185, 16.0074, 127.7474, 106.8940, 90.8897
22.41, 24.2858, 17.6516, 15.8218, 127.7474, 106.9968, 90.7035
22.41, 24.6774, 17.6845, 15.7491, 127.8264, 107.0990, 90.6305
22.42, 24.6774, 17.7191, 15.7192, 127.8264, 107.2011, 90.8687
22.43, 24.9391, 17.7536, 15.7075, 128.3073, 107.3027, 90.9620
22.43, 24.9391, 17.7893, 15.8999, 128.3073, 107.4062, 91.1423
22.44, 24.9391, 17.8247, 15.9754, 128.3073, 107.5091, 91.2129
22.44, 24.9391, 17.8600, 15.7876, 128.3073, 107.6116, 90.8725
22.45, 24.9391, 17.8951, 15.6513, 128.3073, 107.7135, 90.6253
22.45, 24.8516, 17.9300, 15.5979, 128.1477, 107.8149, 90.5283
22.46, 24.8516, 17.9643, 15.6422, 128.1477, 107.9151, 90.3118
22.46, 24.7228, 17.9984, 15.7188, 128.5542, 108.0147, 90.1977
22.47, 24.7228, 18.0318, 15.6698, 128.5542, 108.1159, 89.8970
22.47, 24.6348, 18.0649, 15.6506, 128.3943, 108.2165, 89.7791
22.48, 24.6348, 18.0975, 15.6203, 128.3943, 108.3159, 89.5931
22.49, 24.6348, 18.1299, 15.6084, 128.3943, 108.4147, 89.5202
22.49, 24.6348, 18.1621, 15.6719, 128.3943, 108.5131, 89.8406
22.50, 24.6348, 18.1942, 15.6967, 128.3943, 108.6109, 89.9662
22.50, 24.5267, 18.2261, 15.5771, 128.5186, 108.7083, 90.2302
22.51, 24.5267, 18.2573, 15.4902, 128.5186, 108.8058, 90.4219
22.51, 24.5267, 18.2883, 15.4562, 128.5186, 108.9028, 90.4971
22.52, 24.5267, 18.3192, 15.4054, 128.5186, 108.9994, 90.4811
22.53, 24.5612, 18.3500, 15.3869, 129.5334, 109.0954, 90.4129
22.53, 24.5612, 18.3807, 15.5000, 129.5334, 109.1961, 90.2313
22.54, 25.2412, 18.4113, 15.5444, 129.7795, 109.2962, 90.1601
22.54, 25.2412, 18.4452, 15.6089, 129.7795, 109.3971, 90.4751
22.55, 25.8312, 18.4789, 15.6558, 129.8653, 109.4974, 90.7038
22.55, 25.8312, 18.5153, 15.6742, 129.8653, 109.5977, 90.7935
22.56, 26.2098, 18.5516, 15.7298, 130.1952, 109.6975, 91.0651
22.56, 26.2098, 18.5896, 15.7638, 130.1952, 109.7984, 91.2315
22.57, 26.2098, 18.6274, 15.6669, 130.1952, 109.8988, 91.1626
22.58, 26.4850, 18.6650, 15.6289, 130.6429, 109.9987, 91.1356
22.58, 26.4850, 18.7037, 15.5689, 130.6429, 110.1004, 91.0930
22.59, 25.9537, 18.7423, 15.5454, 131.5480, 110.2015, 91.0763
22.59, 25.9537, 18.7781, 15.4974, 131.5480, 110.3067, 90.8390
22.60, 25.7475, 18.8136, 15.4785, 131.8055, 110.4113, 90.7459
22.60, 25.7475, 18.8480, 15.4379, 131.8055, 110.5167, 90.9224
22.61, 25.7475, 18.8822, 15.4083, 131.8055, 110.6216, 91.0505
22.61, 25.2356, 18.9162, 15.3967, 132.4608, 110.7259, 91.1007
22.62, 25.2356, 18.9475, 15.4080, 132.4608, 110.8330, 91.2983
22.62, 25.2356, 18.9786, 15.4261, 132.4608, 110.9395, 91.4301
22.63, 25.2356, 19.0096, 15.4819, 132.4608, 111.0456, 91.2849
22.64, 25.7322, 19.0404, 15.5038, 132.3611, 111.1510, 91.2280
22.64, 25.7322, 19.0736, 15.5740, 132.3611, 111.2555, 90.9984
22.65, 26.1419, 19.1066, 15.6015, 131.8429, 111.3594, 90.9085
22.65, 26.1419, 19.1414, 15.6449, 131.8429, 111.4603, 90.7664
22.66, 26.1419, 19.1761, 15.6619, 131.8429, 111.5606, 90.7108
22.66, 26.1419, 19.2106, 15.6395, 131.8429, 111.6604, 91.1132
22.67, 26.1419, 19.2450, 15.6572, 131.8429, 111.7598, 91.6125
22.67, 25.9537, 19.2792, 15.6798, 131.5480, 111.8586, 91.9035
22.68, 25.9537, 19.3122, 15.7155, 131.5480, 111.9555, 92.3627
22.68, 25.8505, 19.3451, 15.7295, 131.6764, 112.0519, 92.5428
22.69, 25.8505, 19.3773, 15.7279, 131.6764, 112.1484, 92.7529
22.70, 25.8505, 19.4094, 15.7163, 131.6764, 112.2445, 92.8013
22.70, 25.8505, 19.4413, 15.6845, 131.6764, 112.3400, 92.8886
22.71, 25.8505, 19.4730, 15.6720, 131.6764, 112.4351, 92.9228
22.71, 25.9537, 19.5046, 15.6523, 131.5480, 112.5298, 92.9768
22.72, 25.9537, 19.5365, 15.6779, 131.5480, 112.6233, 92.8977
22.72, 25.7666, 19.5683, 15.7063, 131.2504, 112.7163, 92.8123
22.73, 25.7666, 19.5990, 15.7526, 131.2504, 112.8074, 92.9259
22.74, 26.1045, 19.6295, 15.7715, 130.3194, 112.8981, 93.0848
22.74, 26.1045, 19.6616, 15.8012, 130.3194, 112.9836, 93.3355
22.75, 26.2098, 19.6935, 15.8128, 130.1952, 113.0687, 93.4338
22.75, 26.2098, 19.7257, 15.8135, 130.1952, 113.1528, 93.6658
22.76, 25.8943, 19.7579, 15.8056, 130.5697, 113.2364, 93.7921
22.76, 25.8943, 19.7882, 15.8013, 130.5697, 113.3215, 93.6710
22.77, 25.8943, 19.8184, 15.8204, 130.5697, 113.4062, 93.5150
22.77, 25.4229, 19.8485, 15.8381, 130.0877, 113.4905, 93.4226
22.78, 25.4229, 19.8761, 15.8532, 130.0877, 113.5719, 93.3438
22.78, 25.4229, 19.9035, 15.8769, 130.0877, 113.6529, 93.2195
22.79, 25.4229, 19.9308, 15.8794, 130.0877, 113.7335, 93.1500
22.80, 25.4229, 19.9580, 15.8736, 130.0877, 113.8137, 93.1322
22.80, 25.4229, 19.9850, 15.9679, 130.0877, 113.8935, 93.2285
22.81, 25.4229, 20.0119, 16.0525, 130.0877, 113.9729, 93.3233
22.81, 25.7406, 20.0386, 16.1861, 129.7126, 114.0520, 93.4731
22.82, 25.7406, 20.0668, 16.2384, 129.7126, 114.1287, 93.5318
22.82, 25.7406, 20.0949, 16.2252, 129.7126, 114.2051, 93.6107
22.83, 25.7406, 20.1228, 16.2185, 129.7126, 114.2810, 93.6607
22.83, 25.8813, 20.1506, 16.2172, 129.0366, 114.3566, 93.6768
22.84, 25.8813, 20.1789, 16.2162, 129.0366, 114.4285, 93.6906
22.84, 26.0961, 20.2071, 16.2145, 128.7942, 114.5000, 93.7124
22.85, 26.0961, 20.2362, 16.1541, 128.7942, 114.5699, 93.8509
22.86, 26.0961, 20.2652, 16.1032, 128.7942, 114.6395, 93.9617
22.86, 26.4198, 20.2941, 16.0539, 128.4352, 114.7087, 94.0241
22.87, 26.4198, 20.3244, 16.0489, 128.4352, 114.7758, 93.9969
22.87, 26.4198, 20.3545, 16.0410, 128.4352, 114.8426, 93.9539
22.88, 26.4198, 20.3846, 16.0379, 128.4352, 114.9090, 93.9371
22.88, 26.3117, 20.4144, 16.0611, 128.5542, 114.9751, 93.9859
22.89, 26.3117, 20.4436, 16.1019, 128.5542, 115.0414, 94.0856
22.89, 26.2237, 20.4726, 16.0942, 128.4005, 115.1075, 94.1543
22.90, 26.2237, 20.5011, 16.0877, 128.4005, 115.1724, 94.2128
22.90, 26.2237, 20.5294, 16.2143, 128.4005, 115.2370, 94.0915
22.91, 25.8115, 20.5575, 16.3063, 128.6060, 115.3013, 94.0035
22.92, 25.8115, 20.5835, 16.3423, 128.6060, 115.3662, 93.9689
22.92, 25.8115, 20.6093, 16.3548, 128.6060, 115.4309, 93.9041
22.93, 25.8115, 20.6350, 16.3393, 128.6060, 115.4952, 93.8739
22.93, 26.0961, 20.6606, 16.3149, 128.7942, 115.5592, 93.8263
22.94, 26.0961, 20.6874, 16.3422, 128.7942, 115.6239, 93.8608
22.94, 26.8120, 20.7142, 16.3855, 128.5037, 115.6882, 93.9154
22.95, 26.8120, 20.7443, 16.4168, 128.5037, 115.7507, 93.9550
22.95, 26.8120, 20.7744, 16.4291, 128.5037, 115.8129, 93.9705
22.96, 26.9002, 20.8042, 16.4002, 128.6551, 115.8748, 94.2233
22.97, 26.9002, 20.8344, 16.4031, 128.6551, 115.9372, 94.3707
22.97, 26.9002, 20.8644, 16.4077, 128.6551, 115.9992, 94.6034
22.98, 26.9002, 20.8942, 16.4095, 128.6551, 116.0610, 94.6946
22.98, 26.5962, 20.9239, 16.3769, 128.7405, 116.1224, 94.8296
22.99, 26.5962, 20.9520, 16.3478, 128.7405, 116.1839, 94.8785
22.99, 26.0961, 20.9799, 16.3018, 128.7942, 116.2452, 94.9556
23.00, 26.0961, 21.0052, 16.3371, 128.7942, 116.3064, 94.8424
23.00, 26.0961, 21.0303, 16.3926, 128.7942, 116.3673, 94.6637
23.01, 26.0077, 21.0553, 16.4330, 128.6401, 116.4279, 94.5339
23.01, 26.0077, 21.0798, 16.4488, 128.6401, 116.4874, 94.4831
23.02, 26.0077, 21.1041, 16.4179, 128.6401, 116.5466, 94.5432
23.03, 26.0077, 21.1283, 16.3856, 128.6401, 116.6055, 94.7752
23.03, 26.3320, 21.1524, 16.3622, 128.2816, 116.6642, 94.9436
23.04, 26.3320, 21.1780, 16.3219, 128.2816, 116.7207, 95.2004
23.04, 26.3320, 21.2034, 16.2584, 128.2816, 116.7770, 95.6057
23.05, 26.9002, 21.2287, 16.2335, 128.6551, 116.8330, 95.7646
23.05, 26.9002, 21.2568, 16.1942, 128.6551, 116.8905, 96.0154
23.06, 27.1850, 21.2847, 16.2084, 128.8381, 116.9478, 96.0515
23.06, 27.1850, 21.3138, 16.2307, 128.8381, 117.0057, 96.1086
23.07, 27.1850, 21.3429, 16.3483, 128.8381, 117.0633, 96.1063
23.07, 27.1850, 21.3718, 16.3944, 128.8381, 117.1206, 96.1053
23.08, 27.5421, 21.4005, 16.4672, 129.4317, 117.1777, 96.1039
23.09, 27.5421, 21.4309, 16.4957, 129.4317, 117.2374, 96.1033
23.09, 27.5421, 21.4611, 16.5106, 129.4317, 117.2968, 96.0750
23.10, 27.5421, 21.4912, 16.5445, 129.4317, 117.3559, 96.1009
23.10, 27.5421, 21.5211, 16.5980, 129.4317, 117.4148, 96.1417
23.11, 27.4524, 21.5509, 16.6190, 129.2842, 117.4733, 96.1577
23.11, 27.4524, 21.5801, 16.6522, 129.2842, 117.5308, 96.1830
23.12, 27.8813, 21.6091, 16.6652, 128.8170, 117.5880, 96.1885
23.12, 27.8813, 21.6401, 16.6857, 128.8170, 117.6426, 96.1971
23.13, 28.0968, 21.6710, 16.6704, 128.5869, 117.6969, 96.3458
23.13, 28.0968, 21.7028, 16.6644, 128.5869, 117.7499, 96.4041
23.14, 28.0968, 21.7344, 16.6593, 128.5869, 117.8025, 96.4538
23.15, 28.0293, 21.7659, 16.6513, 128.1777, 117.8549, 96.5322
23.15, 28.0293, 21.7969, 16.7331, 128.1777, 117.9050, 96.3453
23.16, 27.7683, 21.8277, 16.7652, 127.7308, 117.9548, 96.2721
23.16, 27.7683, 21.8571, 16.8925, 127.7308, 118.0021, 95.8058
23.17, 27.7683, 21.8863, 16.9498, 127.7308, 118.0492, 95.7724
23.17, 27.7683, 21.9154, 17.0403, 127.7308, 118.0961, 95.7197
23.18, 27.6819, 21.9443, 17.0757, 127.5806, 118.1427, 95.6991
23.18, 27.6819, 21.9726, 17.1317, 127.5806, 118.1884, 95.6664
23.19, 27.6819, 22.0009, 17.1422, 127.5806, 118.2338, 95.7688
23.19, 27.6819, 22.0289, 17.1463, 127.5806, 118.2790, 95.8089
23.20, 27.6819, 22.0569, 17.1247, 127.5806, 118.3240, 95.8638
23.21, 27.7683, 22.0847, 17.0905, 127.7308, 118.3688, 95.9504
23.21, 27.7683, 22.1127, 17.0657, 127.7308, 118.4140, 96.0133
23.22, 28.0293, 22.1407, 17.0560, 128.1777, 118.4591, 96.0379
23.22, 28.0293, 22.1698, 17.0516, 128.1777, 118.5062, 95.8577
23.23, 28.0293, 22.1988, 17.0913, 128.1777, 118.5530, 95.7634
23.23, 28.2048, 22.2276, 17.1540, 128.4727, 118.5996, 95.6145
23.24, 28.2048, 22.2571, 17.1785, 128.4727, 118.6474, 95.5562
23.24, 27.8813, 22.2865, 17.2173, 128.8170, 118.6950, 95.4641
23.25, 27.8813, 22.3142, 17.3385, 128.8170, 118.7440, 95.5287
23.25, 27.5966, 22.3417, 17.3861, 128.6369, 118.7929, 95.5541
23.26, 27.5966, 22.3676, 17.3467, 128.6369, 118.8405, 95.6511
23.27, 27.5966, 22.3934, 17.2846, 128.6369, 118.8880, 95.8042
23.27, 27.5966, 22.4191, 17.3135, 128.6369, 118.9352, 96.0222
23.28, 27.1666, 22.4447, 17.3248, 129.1054, 118.9821, 96.1076
23.28, 27.1666, 22.4679, 17.3427, 129.1054, 119.0312, 96.2425
23.29, 26.9002, 22.4911, 17.3497, 128.6551, 119.0800, 96.2954
23.29, 26.9002, 22.5128, 17.2402, 128.6551, 119.1264, 96.5706
23.30, 26.6849, 22.5344, 17.1973, 128.8921, 119.1725, 96.6785
23.30, 26.6849, 22.5549, 17.3569, 128.8921, 119.2195, 96.7419
23.31, 26.6849, 22.5752, 17.4728, 128.8921, 119.2663, 96.7879
23.31, 26.4198, 22.5954, 17.5182, 128.4352, 119.3129, 96.8060
23.32, 26.4198, 22.6142, 17.5155, 128.4352, 119.3570, 96.8657
23.33, 26.6364, 22.6330, 17.5113, 128.1990, 119.4008, 96.9600
23.33, 26.6364, 22.6527, 17.5767, 128.1990, 119.4433, 96.9573
23.34, 26.7450, 22.6723, 17.6023, 128.0818, 119.4855, 96.9562
23.34, 26.7450, 22.6923, 17.6428, 128.0818, 119.5270, 96.9545
23.35, 26.7450, 22.7122, 17.6586, 128.0818, 119.5682, 96.9538
23.35, 27.0718, 22.7321, 17.6453, 127.7339, 119.6092, 97.0870
23.36, 27.0718, 22.7535, 17.6401, 127.7339, 119.6483, 97.1392
23.36, 27.3544, 22.7747, 17.6757, 127.9223, 119.6872, 97.2956
23.37, 27.3544, 22.7973, 17.7015, 127.9223, 119.7269, 97.4091
23.37, 27.4415, 22.8197, 17.7116, 128.0730, 119.7663, 97.4536
23.38, 27.4415, 22.8425, 17.7002, 128.0730, 119.8063, 97.6170
23.39, 27.4415, 22.8652, 17.6958, 128.0730, 119.8461, 97.6810
23.39, 27.4415, 22.8877, 17.6805, 128.0730, 119.8857, 97.6314
23.40, 27.3329, 22.9102, 17.6745, 128.1882, 119.9251, 97.6120
23.40, 27.3329, 22.9320, 17.6979, 128.1882, 119.9649, 97.5347
23.41, 27.3329, 22.9536, 17.7071, 128.1882, 120.0044, 97.5045
23.41, 27.0081, 22.9752, 17.7216, 128.5375, 120.0438, 97.4567
23.42, 27.0081, 22.9951, 17.7273, 128.5375, 120.0847, 97.4379
23.42, 27.0081, 23.0148, 17.6130, 128.5375, 120.1255, 97.7480
23.43, 27.0081, 23.0344, 17.5957, 128.5375, 120.1660, 98.2773
23.43, 27.0081, 23.0540, 17.5890, 128.5375, 120.2063, 98.4847
23.44, 27.0081, 23.0734, 17.5832, 128.5375, 120.2464, 98.6615
23.45, 27.0081, 23.0928, 17.5741, 128.5375, 120.2863, 98.9405
23.45, 27.2244, 23.1120, 17.6031, 128.3040, 120.3260, 99.0746
23.46, 27.2244, 23.1323, 17.6145, 128.3040, 120.3644, 99.1271
23.46, 27.6165, 23.1524, 17.6680, 128.3724, 120.4025, 99.1115
23.47, 27.6165, 23.1744, 17.6890, 128.3724, 120.4409, 99.1054
23.47, 27.6165, 23.1963, 17.7222, 128.3724, 120.4790, 99.0957
23.48, 27.6165, 23.2180, 17.7352, 128.3724, 120.5169, 99.0919
23.48, 27.6165, 23.2397, 17.7584, 128.3724, 120.5546, 99.2858
23.49, 27.2244, 23.2613, 17.7675, 128.3040, 120.5922, 99.3619
23.49, 27.2244, 23.2807, 17.7928, 128.3040, 120.6292, 99.7175
23.50, 26.9002, 23.3001, 17.8028, 128.6551, 120.6660, 99.8569
23.51, 26.9002, 23.3178, 17.8185, 128.6551, 120.7044, 100.0769
23.51, 26.9002, 23.3354, 17.9449, 128.6551, 120.7427, 99.9189
23.52, 26.9002, 23.3529, 17.9944, 128.6551, 120.7807, 99.8569
23.52, 26.8632, 23.3703, 17.9713, 129.1936, 120.8185, 100.0385
23.53, 26.8632, 23.3875, 17.9622, 129.1936, 120.8588, 100.1098
23.53, 26.8460, 23.4045, 17.9835, 129.4631, 120.8989, 99.9866
23.54, 26.8460, 23.4214, 17.9919, 129.4631, 120.9402, 99.9383
23.54, 26.8460, 23.4382, 18.0051, 129.4631, 120.9813, 99.8620
23.55, 27.1326, 23.4549, 18.0102, 129.6409, 121.0221, 99.8322
23.55, 27.1326, 23.4730, 18.0513, 129.6409, 121.0637, 99.3549
23.56, 27.1326, 23.4910, 18.0673, 129.6409, 121.1050, 99.1678
23.57, 27.1326, 23.5088, 18.2489, 129.6409, 121.1461, 98.6480
23.57, 27.1326, 23.5266, 18.3807, 129.6409, 121.1870, 98.2705
23.58, 27.5258, 23.5443, 18.4323, 129.6971, 121.2278, 98.1225
23.58, 27.5258, 23.5639, 18.5550, 129.6971, 121.2685, 97.9657
23.59, 27.4959, 23.5834, 18.6030, 130.2284, 121.3091, 97.9042
23.59, 27.4959, 23.6026, 18.7857, 130.2284, 121.3522, 97.6511
23.60, 27.4959, 23.6218, 18.8574, 130.2284, 121.3950, 97.5518
23.60, 27.4959, 23.6408, 18.9704, 130.2284, 121.4376, 97.3952
23.61, 27.4959, 23.6597, 19.0147, 130.2284, 121.4800, 97.3338
